563cef8d-a3b4-49bd-b503-774d0f789851,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,e2d140c9-0357-4a6f-8e03-5bd9957cff18,2025-10-30 10:00:00.359249,4.015,0,1,
12ef261a-cbf6-4c6f-a4e8-cdd15178f356,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2025-11-24 12:00:00.104000,1.795,0,1,
0d32ccb0-8d46-4779-82a0-ecd5f4ea536f,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2025-11-30 06:00:00.400538,1.563,0,1,
52568ee7-bf7e-4b57-8301-4f0a60341e62,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2025-12-07 18:00:00.923892,0.957,0,1,
7ebe0186-a031-4d0b-a740-576b6c17aca9,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,e2d140c9-0357-4a6f-8e03-5bd9957cff18,2025-12-22 02:00:00.580290,2.367,0,1,
e37c1e66-98d5-48ca-a92f-3a1a87118d95,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2026-01-05 22:00:00.828531,1.216,0,1,
6664ca2a-59f0-44aa-b7c9-b198a0f3fd00,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,4f6e7f33-2927-412c-8e19-170c5c0bbed1,2025-11-22 18:00:00.255851,2.687,0,1,
10d1964e-b071-491e-a3d0-3f979ac0547c,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2026-01-02 22:00:00.647098,1.532,0,1,
8167a6c9-9799-48bb-ad5a-045f16868083,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2025-10-27 04:00:00.260263,1.833,0,1,
d2d08bba-f102-4b66-9744-dbbf69d5d97c,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,137ac64f-775f-472b-ba69-8a2f4e19b571,2025-12-01 20:00:00.933635,8.435,0,1,
71953a97-85a8-4f16-97f8-29a39773351d,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2026-01-08 04:00:00.530819,1.696,0,1,
01fb5c52-4e58-4387-a07f-6495de019115,0fc47204-a8aa-4916-b79d-da02c8de42e0,41beab27-29c7-46cb-8301-338641908363,1ba1518e-c398-4a86-89f0-11d0cf89a9ea,2025-11-04 08:00:00.805511,1.573,0,1,
3378f7f1-e7ef-4f19-b1ed-7acb596d69da,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,137ac64f-775f-472b-ba69-8a2f4e19b571,2025-12-09 10:00:00.564531,9.811,0,1,
5238b95e-98f1-4e5e-a0b8-2c8648d57f4f,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,137ac64f-775f-472b-ba69-8a2f4e19b571,2026-01-09 10:00:00.796368,8.045,0,1,
d3b0459c-363f-4b8b-b789-267c6d275d89,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,137ac64f-775f-472b-ba69-8a2f4e19b571,2026-01-05 04:00:00.176452,7.292,0,1,
d35590c1-7962-4b76-972e-5a6af204483a,0fc47204-a8aa-4916-b79d-da02c8de42e0,988ddc09-7bf2-4b17-aefb-97eaa987eedf,137ac64f-775f-472b-ba69-8a2f4e19b571,2025-12-03 06:00:00.774734,9.151,0,1,
